x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_value__valeur_periode,period_group__groupe_periode,province__province,date,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_max__temp_max,temp_max_units__temp_max_unites,temp_min__temp_min,temp_min_units__temp_min_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-72.65,46.23,46.23,-72.65,7025442.2001.09,7025442,Sep,Monthly,QC,2001-09,15.5,C,21.3,C,9.8,C,,mm,,mm,,mm,1016.6,hPa,1015.6,hPa,,kph
-66.62,45.92,45.92,-66.62,8101605.2002.06,8101605,Jun,Monthly,NB,2002-06,15.6,C,21.5,C,9.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-60.4,46.67,46.67,-60.4,8202502.2013.04,8202502,Apr,Monthly,NS,2013-04,3.3,C,7.6,C,-1.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-98.32,49.4,49.4,-98.32,5020725.1992.02,5020725,Feb,Monthly,MB,1992-02,-9.2,C,-4.9,C,-13.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-125.1,48.72,48.72,-125.1,1035940.2015.10,1035940,Oct,Monthly,BC,2015-10,12.5,C,15.3,C,9.6,C,224.3,mm,224.3,mm,0,mm,,hPa,,hPa,,kph
-123.47,60.23,60.23,-123.47,2201579.2017.12,2201579,Dec,Monthly,NT,2017-12,-13,C,-8.2,C,-17.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-95.85,68.64,68.64,-95.85,2302335.2001.05,2302335,May,Monthly,NU,2001-05,,C,,C,,C,,mm,,mm,,mm,1017.1,hPa,1011,hPa,,kph
-78.83,43.87,43.87,-78.83,6155878.1995.12,6155878,Dec,Monthly,ON,1995-12,-4.3,C,-1.5,C,-7.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-65.33,48.02,48.02,-65.33,7055422.2017.05,7055422,May,Monthly,QC,2017-05,8.2,C,12.3,C,4.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-63.9,44.7,44.7,-63.9,8204800.1999.06,8204800,Jun,Monthly,NS,1999-06,16.3,C,22.4,C,10.1,C,37.1,mm,37.1,mm,0,mm,,hPa,,hPa,,kph
-107.73,50.27,50.27,-107.73,4028060.2003.10,4028060,Oct,Monthly,SK,2003-10,8.3,C,14.7,C,1.8,C,23.7,mm,2.9,mm,20.8,mm,,hPa,,hPa,,kph
-61.99,46.46,46.46,-61.99,8300418.1999.01,8300418,Jan,Monthly,PE,1999-01,,C,,C,,C,,mm,,mm,,mm,1018.6,hPa,-9999.9,hPa,,kph
-82.4,42.58,42.58,-82.4,6139265.2006.01,6139265,Jan,Monthly,ON,2006-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-94.65,53.85,53.85,-94.65,5061376.1995.10,5061376,Oct,Monthly,MB,1995-10,,C,,C,,C,,mm,,mm,,mm,1014.5,hPa,984.9,hPa,12.1,kph
-121.24,60.44,60.44,-121.24,220CQHR.1993.06,220CQHR,Jun,Monthly,NT,1993-06,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-53.1142,48.6672,48.6672,-53.1142,8400600.1992.02,8400600,Feb,Monthly,NL,1992-02,,C,,C,,C,,mm,,mm,,mm,1007.7,hPa,1004.4,hPa,32.7,kph
-66.65,49.12,49.12,-66.65,705S002.2004.03,705S002,Mar,Monthly,QC,2004-03,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1018.9,hPa,1018.3,hPa,,kph
-94.98,74.72,74.72,-94.98,2403505.2010.03,2403505,Mar,Monthly,NU,2010-03,-23.9,C,-20.8,C,-27.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-60.05,46.17,46.17,-60.05,8205702.2020.06,8205702,Jun,Monthly,NS,2020-06,15.2,C,20.6,C,9.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-64.23,50.27,50.27,-64.23,7044328.1999.02,7044328,Feb,Monthly,QC,1999-02,,C,,C,,C,,mm,,mm,,mm,1015.4,hPa,-9999.9,hPa,,kph
-130.7,54.58,54.58,-130.7,1063303.2010.10,1063303,Oct,Monthly,BC,2010-10,,C,,C,,C,,mm,,mm,,mm,1007.6,hPa,1006.6,hPa,,kph
-113.38,49,49,-113.38,3031402.1999.03,3031402,Mar,Monthly,AB,1999-03,0.5,C,7.2,C,-6.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-102.5833,52.8833,52.8833,-102.5833,4083323.2014.06,4083323,Jun,Monthly,SK,2014-06,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-90.47,49.03,49.03,-90.47,6049095.2000.06,6049095,Jun,Monthly,ON,2000-06,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-78.37,44.23,44.23,-78.37,6166418.1996.05,6166418,May,Monthly,ON,1996-05,,C,,C,,C,72.8,mm,72.8,mm,0,mm,1016.5,hPa,993.3,hPa,,kph
-65.53,45.75,45.75,-65.53,8105210.2013.02,8105210,Feb,Monthly,NB,2013-02,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-101.8667,52.0833,52.0833,-101.8667,4086000.2000.08,4086000,Aug,Monthly,SK,2000-08,,C,,C,,C,95.1,mm,95.1,mm,0,mm,,hPa,,hPa,,kph
-71.83,46.98,46.98,-71.83,7016675.1995.08,7016675,Aug,Monthly,QC,1995-08,17.6,C,23.6,C,11.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-77.2667,48.3333,48.3333,-77.2667,7097900.2003.07,7097900,Jul,Monthly,QC,2003-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-133.0264,69.4333,69.4333,-133.0264,2203912.2013.06,2203912,Jun,Monthly,NT,2013-06,,C,,C,,C,,mm,,mm,,mm,1016.7,hPa,1016.2,hPa,14.1,kph
-73.4333,46.0167,46.0167,-73.4333,7013362.2002.03,7013362,Mar,Monthly,QC,2002-03,,C,,C,,C,137.9,mm,48.2,mm,89.7,mm,,hPa,,hPa,,kph
-122.67,53.88,53.88,-122.67,1096453.2013.05,1096453,May,Monthly,BC,2013-05,11.2,C,18.3,C,4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-72.9,45.3,45.3,-72.9,7022320.2017.06,7022320,Jun,Monthly,QC,2017-06,18.6,C,23.7,C,13.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-126.08,67.04,67.04,-126.08,2200824.2009.10,2200824,Oct,Monthly,NT,2009-10,,C,,C,,C,,mm,,mm,,mm,1017.9,hPa,984.8,hPa,,kph
-135.0688,60.7095,60.7095,-135.0688,2101300.2007.05,2101300,May,Monthly,YT,2007-05,,C,,C,,C,3.2,mm,2.9,mm,0.3,mm,1014.2,hPa,929.9,hPa,15.5,kph
-75.6667,44.6,44.6,-75.6667,6100971.2003.01,6100971,Jan,Monthly,ON,2003-01,,C,,C,,C,118.9,mm,0,mm,118.9,mm,,hPa,,hPa,,kph
-72.75,46.5667,46.5667,-72.75,7018000.2002.05,7018000,May,Monthly,QC,2002-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-83.37,64.2,64.2,-83.37,2301002.2003.11,2301002,Nov,Monthly,NU,2003-11,-10.4,C,-6.9,C,-13.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-114.98,55.35,55.35,-114.98,3066920.2006.10,3066920,Oct,Monthly,AB,2006-10,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-73.75,46.28,46.28,-73.75,7017080.1997.05,7017080,May,Monthly,QC,1997-05,7.7,C,13.5,C,1.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-119.28,50.23,50.23,-119.28,1128551.1997.08,1128551,Aug,Monthly,BC,1997-08,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-72.23,46.58,46.58,-72.23,7016840.1996.10,7016840,Oct,Monthly,QC,1996-10,6.1,C,10.4,C,1.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-117.33,64.12,64.12,-117.33,2203359.1991.02,2203359,Feb,Monthly,NT,1991-02,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-131.02,51.93,51.93,-131.02,1051350.1998.12,1051350,Dec,Monthly,BC,1998-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-122.78,49.02,49.02,-122.78,1108910.2020.02,1108910,Feb,Monthly,BC,2020-02,5.6,C,8.7,C,2.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-75.72,45.38,45.38,-75.72,6105978.2020.06,6105978,Jun,Monthly,ON,2020-06,19.1,C,25.3,C,13,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-137.5053,60.7495,60.7495,-137.5053,2100631.2011.11,2100631,Nov,Monthly,YT,2011-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-108.52,54.13,54.13,-108.52,406N0NM.2015.09,406N0NM,Sep,Monthly,SK,2015-09,9.7,C,16.4,C,3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-75.63,45,45,-75.63,6104027.2003.12,6104027,Dec,Monthly,ON,2003-12,-4.5,C,-0.6,C,-8.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-136.3,62.1,62.1,-136.3,2100300.2017.10,2100300,Oct,Monthly,YT,2017-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-122.0542,52.1831,52.1831,-122.0542,1098940.2015.07,1098940,Jul,Monthly,BC,2015-07,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-63.22,55.33,55.33,-63.22,7110830.2006.07,7110830,Jul,Monthly,QC,2006-07,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-101.67,50.13,50.13,-101.67,4015360.2016.08,4015360,Aug,Monthly,SK,2016-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-63.9667,53.5333,53.5333,-63.9667,850A131.1997.02,850A131,Feb,Monthly,NL,1997-02,,C,,C,,C,19.2,mm,0,mm,19.2,mm,,hPa,,hPa,,kph
-115.67,54.13,54.13,-115.67,3067370.2010.02,3067370,Feb,Monthly,AB,2010-02,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-133.058,54.2552,54.2552,-133.058,1054500.2019.06,1054500,Jun,Monthly,BC,2019-06,11.8,C,13.9,C,9.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-79.22,43.25,43.25,-79.22,6136699.1992.03,6136699,Mar,Monthly,ON,1992-03,1,C,4,C,-1.9,C,,mm,,mm,,mm,1014.7,hPa,-9999.9,hPa,,kph
-80.27,42.85,42.85,-80.27,6137730.1998.05,6137730,May,Monthly,ON,1998-05,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-99.0833,49.55,49.55,-99.0833,5010640.2010.02,5010640,Feb,Monthly,MB,2010-02,,C,,C,,C,40.6,mm,0,mm,40.6,mm,,hPa,,hPa,,kph
-64.25,45.7667,45.7667,-64.25,8203700.1999.01,8203700,Jan,Monthly,NS,1999-01,,C,,C,,C,129.4,mm,83,mm,46.4,mm,,hPa,,hPa,,kph
-115.67,54.13,54.13,-115.67,3067370.1995.03,3067370,Mar,Monthly,AB,1995-03,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-71.97,46.68,46.68,-71.97,7011983.1991.08,7011983,Aug,Monthly,QC,1991-08,17.9,C,24.2,C,11.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-115.12,67.83,67.83,-115.12,2300900.2003.03,2300900,Mar,Monthly,NU,2003-03,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-73.92,46.68,46.68,-73.92,7077570.2013.11,7077570,Nov,Monthly,QC,2013-11,-2.5,C,2,C,-7.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-106.07,53.92,53.92,-106.07,4068559.2011.04,4068559,Apr,Monthly,SK,2011-04,2.1,C,8.1,C,-3.9,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,1011.3,hPa,942.5,hPa,,kph
-117.92,49.15,49.15,-117.92,1145730.2005.01,1145730,Jan,Monthly,BC,2005-01,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-104.1833,49.8167,49.8167,-104.1833,4019040.2015.09,4019040,Sep,Monthly,SK,2015-09,,C,,C,,C,27.6,mm,27.6,mm,0,mm,,hPa,,hPa,,kph
-105.4,51.67,51.67,-105.4,4018642.2018.06,4018642,Jun,Monthly,SK,2018-06,16.7,C,24.1,C,9.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-94.07,61.1,61.1,-94.07,2300MKF.2014.05,2300MKF,May,Monthly,NU,2014-05,,C,,C,,C,,mm,,mm,,mm,1019,hPa,1017.6,hPa,,kph
-90.73,63.35,63.35,-90.73,2300707.2002.08,2300707,Aug,Monthly,NU,2002-08,8.6,C,12.2,C,5,C,47,mm,47,mm,0,mm,1011.3,hPa,1010,hPa,,kph
-65.73,47.63,47.63,-65.73,8100505.1996.06,8100505,Jun,Monthly,NB,1996-06,17.4,C,24.5,C,10.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-66.8,54.8,54.8,-66.8,7117823.2019.06,7117823,Jun,Monthly,QC,2019-06,9.9,C,15.1,C,4.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-122.9711,49.4403,49.4403,-122.9711,1107200.2016.09,1107200,Sep,Monthly,BC,2016-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-140.2,69.62,69.62,-140.2,2100682.1999.01,2100682,Jan,Monthly,YT,1999-01,-26.5,C,-22.2,C,-30.8,C,,mm,,mm,,mm,1017.9,hPa,1015.7,hPa,,kph
-114.08,51.77,51.77,-114.08,3024925.2008.08,3024925,Aug,Monthly,AB,2008-08,15.4,C,22.4,C,8.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-121.58,50.22,50.22,-121.58,1114746.1999.05,1114746,May,Monthly,BC,1999-05,12.8,C,18.7,C,6.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-65.47,43.45,43.45,-65.47,8200254.2000.06,8200254,Jun,Monthly,NS,2000-06,,C,,C,,C,,mm,,mm,,mm,1016.3,hPa,-9999.9,hPa,,kph
-122.05,52.18,52.18,-122.05,1098941.2005.12,1098941,Dec,Monthly,BC,2005-12,-5.5,C,-1.9,C,-9.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-108.43,55.83,55.83,-108.43,4060982.2017.04,4060982,Apr,Monthly,SK,2017-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-103.98,50.57,50.57,-103.98,4016322.1994.11,4016322,Nov,Monthly,SK,1994-11,-3.2,C,1.5,C,-7.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.2017.10,7048421,Oct,Monthly,QC,2017-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-105.25,51.42,51.42,-105.25,4014156.2018.03,4014156,Mar,Monthly,SK,2018-03,-9.7,C,-3.5,C,-15.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-111.18,50.27,50.27,-111.18,3036240.2002.10,3036240,Oct,Monthly,AB,2002-10,2.1,C,7.2,C,-3,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-114.68,51.78,51.78,-114.68,3026KNQ.1990.10,3026KNQ,Oct,Monthly,AB,1990-10,,C,,C,,C,,mm,,mm,,mm,1011.2,hPa,-9999.9,hPa,,kph
-66.35,44.28,44.28,-66.35,8200604.2020.11,8200604,Nov,Monthly,NS,2020-11,8.1,C,10.9,C,5.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-68.42,58.08,58.08,-68.42,7113535.1991.01,7113535,Jan,Monthly,QC,1991-01,-31.1,C,-27,C,-35,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.1819,49.195,49.195,-123.1819,1108447.2008.12,1108447,Dec,Monthly,BC,2008-12,,C,,C,,C,193.9,mm,114.2,mm,79.7,mm,1016.1,hPa,1015.6,hPa,13.2,kph
-123.43,63.22,63.22,-123.43,2204000.1994.06,2204000,Jun,Monthly,NT,1994-06,14.7,C,21.7,C,7.6,C,58,mm,58,mm,0,mm,-9999.9,hPa,-9999.9,hPa,,kph
-77.25,45.87,45.87,-77.25,6106367.2016.10,6106367,Oct,Monthly,ON,2016-10,7.8,C,13.2,C,2.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-105.13,69.1,69.1,-105.13,2400602.2005.03,2400602,Mar,Monthly,NU,2005-03,-30.3,C,-26.8,C,-33.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-102.43,65.1,65.1,-102.43,2303610.2011.09,2303610,Sep,Monthly,NU,2011-09,3.5,C,6.8,C,0.2,C,,mm,,mm,,mm,1009.5,hPa,979.7,hPa,,kph
-75.18,44.92,44.92,-75.18,6105460.2004.03,6105460,Mar,Monthly,ON,2004-03,0.4,C,5.2,C,-4.3,C,72,mm,50.6,mm,21.4,mm,,hPa,,hPa,,kph
-66.0886,43.8308,43.8308,-66.0886,8206500.1998.07,8206500,Jul,Monthly,NS,1998-07,,C,,C,,C,47.3,mm,47.3,mm,0,mm,1013.3,hPa,1008.2,hPa,14.4,kph
-140.18,69.58,69.58,-140.18,2100685.2002.09,2100685,Sep,Monthly,YT,2002-09,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-64.23,45.77,45.77,-64.23,8203702.1999.12,8203702,Dec,Monthly,NS,1999-12,-0.9,C,2.8,C,-4.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-72.42,48.62,48.62,-72.42,7067658.2018.06,7067658,Jun,Monthly,QC,2018-06,16.3,C,23.1,C,9.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.38,46.8,46.8,-71.38,701S001.1997.06,701S001,Jun,Monthly,QC,1997-06,16.9,C,23.1,C,10.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-106.07,53.92,53.92,-106.07,4068559.2016.01,4068559,Jan,Monthly,SK,2016-01,-12.4,C,-8.8,C,-16,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-65.47,43.45,43.45,-65.47,8200254.2003.05,8200254,May,Monthly,NS,2003-05,,C,,C,,C,,mm,,mm,,mm,1015.7,hPa,1014.2,hPa,,kph
-98.63,54.92,54.92,-98.63,5063040.2013.03,5063040,Mar,Monthly,MB,2013-03,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-55.67,49.92,49.92,-55.67,8402520.1993.01,8402520,Jan,Monthly,NL,1993-01,,C,,C,,C,,mm,,mm,,mm,1010.6,hPa,986,hPa,,kph
-66.67,48,48,-66.67,8100700.2001.10,8100700,Oct,Monthly,NB,2001-10,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-114.42,50.37,50.37,-114.42,3055119.1993.02,3055119,Feb,Monthly,AB,1993-02,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-81.12,44.75,44.75,-81.12,6119499.2008.01,6119499,Jan,Monthly,ON,2008-01,-2.6,C,0.5,C,-5.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-76.05,45.53,45.53,-76.05,7034365.2020.04,7034365,Apr,Monthly,QC,2020-04,4.7,C,10.7,C,-1.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-79.3,44.97,44.97,-79.3,6115529.2014.02,6115529,Feb,Monthly,ON,2014-02,-12.6,C,-6.6,C,-18.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-57.88,49.57,49.57,-57.88,8403097.2008.08,8403097,Aug,Monthly,NL,2008-08,17,C,21.6,C,12.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-61.99,46.46,46.46,-61.99,8300418.1998.08,8300418,Aug,Monthly,PE,1998-08,,C,,C,,C,,mm,,mm,,mm,1015.6,hPa,-9999.9,hPa,,kph
-84.77,49.2,49.2,-84.77,6053575.1992.05,6053575,May,Monthly,ON,1992-05,9.1,C,15.3,C,2.8,C,79.5,mm,79.5,mm,0,mm,,hPa,,hPa,,kph
-116.98,51.3,51.3,-116.98,1173220.2000.09,1173220,Sep,Monthly,BC,2000-09,10.5,C,16.6,C,4.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-65.99,58.71,58.71,-65.99,711L380.2003.11,711L380,Nov,Monthly,QC,2003-11,,C,,C,,C,,mm,,mm,,mm,1006.4,hPa,998,hPa,,kph
-97.05,50.63,50.63,-97.05,5031040.2004.10,5031040,Oct,Monthly,MB,2004-10,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-121.37,52.37,52.37,-121.37,1093600.1997.09,1093600,Sep,Monthly,BC,1997-09,12.2,C,19.9,C,4.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-119.35,76.23,76.23,-119.35,250M001.2011.04,250M001,Apr,Monthly,NT,2011-04,-23.8,C,-20,C,-27.6,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-80.9,44.4,44.4,-80.9,6111467.1995.02,6111467,Feb,Monthly,ON,1995-02,-9.2,C,-4.6,C,-13.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-82.17,50.07,50.07,-82.17,6077845.2010.12,6077845,Dec,Monthly,ON,2010-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-123.12,49.3,49.3,-123.12,1108446.2015.08,1108446,Aug,Monthly,BC,2015-08,19.2,C,23.6,C,14.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-64.15,63.33,63.33,-64.15,2400565.1995.04,2400565,Apr,Monthly,NU,1995-04,-9.9,C,-7.7,C,-12.2,C,,mm,,mm,,mm,1018.9,hPa,971.7,hPa,,kph
-55.6667,48.9333,48.9333,-55.6667,8402050.2008.01,8402050,Jan,Monthly,NL,2008-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-105,51.52,51.52,-105,4015560.1996.02,4015560,Feb,Monthly,SK,1996-02,-13.1,C,-7.1,C,-19.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-100.6,50.45,50.45,-100.6,5012654.1999.02,5012654,Feb,Monthly,MB,1999-02,-10.6,C,-5.4,C,-15.7,C,,mm,,mm,,mm,1013.4,hPa,-9999.9,hPa,,kph
-97.05,50.63,50.63,-97.05,5031042.2020.05,5031042,May,Monthly,MB,2020-05,9.3,C,15.8,C,2.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.47,60.23,60.23,-123.47,2201579.2004.04,2201579,Apr,Monthly,NT,2004-04,2.7,C,9.8,C,-4.6,C,,mm,,mm,,mm,1017,hPa,990.6,hPa,,kph
-64.1,53.55,53.55,-64.1,8501132.1997.03,8501132,Mar,Monthly,NL,1997-03,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-116.98,51.3,51.3,-116.98,1173220.2012.10,1173220,Oct,Monthly,BC,2012-10,5.1,C,9.5,C,0.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.15,47.32,47.32,-71.15,7042395.2019.01,7042395,Jan,Monthly,QC,2019-01,-16.6,C,-10.5,C,-22.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-54,47.3,47.3,-54,8400100.2009.12,8400100,Dec,Monthly,NL,2009-12,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-102.32,52.82,52.82,-102.32,4083322.2007.11,4083322,Nov,Monthly,SK,2007-11,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-132.7359,60.1741,60.1741,-132.7359,2101100.2016.08,2101100,Aug,Monthly,YT,2016-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-117.16,58.62,58.62,-117.16,3073146.2012.06,3073146,Jun,Monthly,AB,2012-06,,C,,C,,C,,mm,,mm,,mm,1009,hPa,968.4,hPa,,kph
-105.8,51.42,51.42,-105.8,4012130.1999.08,4012130,Aug,Monthly,SK,1999-08,17.3,C,24.2,C,10.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-77.32,45.95,45.95,-77.32,6106396.2003.09,6106396,Sep,Monthly,ON,2003-09,14.5,C,21.2,C,7.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.82,45.37,45.37,-71.82,7024280.2007.04,7024280,Apr,Monthly,QC,2007-04,3.9,C,8.9,C,-1.2,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-117.53,53.4,53.4,-117.53,306A009.2013.11,306A009,Nov,Monthly,AB,2013-11,-3.3,C,1.5,C,-8.1,C,49,mm,0,mm,49,mm,,hPa,,hPa,,kph
-94.65,53.85,53.85,-94.65,5061376.1996.07,5061376,Jul,Monthly,MB,1996-07,,C,,C,,C,,mm,,mm,,mm,1015.2,hPa,986.6,hPa,9.1,kph
-123.3,48.45,48.45,-123.3,1018598.2006.05,1018598,May,Monthly,BC,2006-05,12.8,C,18.2,C,7.3,C,,mm,,mm,,mm,1017.5,hPa,1010.2,hPa,,kph
-57.4,49.22,49.22,-57.4,8401502.1997.12,8401502,Dec,Monthly,NL,1997-12,-3.5,C,-0.4,C,-6.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-98.28,49.9,49.9,-98.28,5012324.2001.02,5012324,Feb,Monthly,MB,2001-02,-16.2,C,-11.9,C,-20.5,C,,mm,,mm,,mm,1023.6,hPa,-9999.9,hPa,,kph
-117.62,57.75,57.75,-117.62,3073641.1998.11,3073641,Nov,Monthly,AB,1998-11,-8.9,C,-4.9,C,-13,C,20.2,mm,0,mm,20.2,mm,,hPa,,hPa,,kph
-103.15,56.2333,56.2333,-103.15,4068840.1998.01,4068840,Jan,Monthly,SK,1998-01,,C,,C,,C,23.5,mm,0,mm,23.5,mm,,hPa,,hPa,,kph
-102.9667,49.2167,49.2167,-102.9667,4012400.2006.11,4012400,Nov,Monthly,SK,2006-11,,C,,C,,C,44.2,mm,5.8,mm,38.4,mm,1016.6,hPa,945.3,hPa,18.7,kph
-135.87,63.62,63.62,-135.87,2100701.2011.08,2100701,Aug,Monthly,YT,2011-08,12.6,C,18.5,C,6.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-73,45.8,45.8,-73,7022375.2020.11,7022375,Nov,Monthly,QC,2020-11,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
